prob,group,it,size,eax,eax.restart,lkh,lkh.restart,maos
1000-147,rue,4,1000,3600,22.81,839.3,62.11,11.92
1000-147,rue,5,1000,3600,22.9,35.82,50.87,15.23
1000-147,rue,6,1000,3600,33.26,81.9,146.86,14.7
1000-147,rue,7,1000,6.38,5.86,259.41,18.05,13.41
1000-147,rue,8,1000,6.09,6.62,350.79,106.25,14.36
1000-147,rue,9,1000,6.75,8.14,3.81,16.72,13.89
1000-148,rue,0,1000,5.67,5.39,1.75,1.8,13.04
1000-148,rue,1,1000,8.21,5.81,2.03,1.52,11.66
1000-148,rue,2,1000,5.2,6.03,1.43,1.59,11.46
1000-148,rue,3,1000,5.78,5.66,2.76,1.79,12.51
1000-148,rue,4,1000,5.71,5.59,1.86,1.85,10.87
1000-148,rue,5,1000,3600,13.16,1.92,1.71,13.1
1000-148,rue,6,1000,5.59,5.67,2.43,1.63,11.62
1000-148,rue,7,1000,6.19,5.61,2.16,1.73,9.85
1000-148,rue,8,1000,6.74,5.65,2.22,2.26,10.44
1000-148,rue,9,1000,5.99,5.91,2.97,1.81,12.28
1000-149,rue,0,1000,9.61,5.31,28.25,4.37,11.48
1000-149,rue,1,1000,5.53,5.57,2.98,12.31,10.42
1000-149,rue,2,1000,6.41,5.6,6.76,3.79,14.67
1000-149,rue,3,1000,3600,22.26,4.54,5.09,11.23
1000-149,rue,4,1000,3600,14.37,3.31,9.17,3600
1000-149,rue,5,1000,3600,14.5,20.42,5.33,10.26
1000-149,rue,6,1000,5.26,5.27,3,11.93,10.48
1000-149,rue,7,1000,4.8,5.4,8.18,11.97,10.41
1000-149,rue,8,1000,3600,13.47,1.76,20.93,29.19
1000-149,rue,9,1000,5.94,5.02,1.59,10.38,3600
1000-15,rue,0,1000,6.16,7.23,4.36,5.55,12.12
1000-15,rue,1,1000,7.04,7.05,3.3,3.75,3600
1000-15,rue,2,1000,5.69,6.06,2.82,3.81,3600
1000-15,rue,3,1000,3600,30.14,4.11,4.41,10.99
1000-15,rue,4,1000,3600,29.96,3.88,3.45,11.19
1000-15,rue,5,1000,3600,12.74,3.47,3.84,11.48
1000-15,rue,6,1000,3600,13.91,7.06,4.54,3600
1000-15,rue,7,1000,6.53,6.63,4.24,2.92,3600
1000-15,rue,8,1000,3600,32.84,2.49,2.99,3600
1000-15,rue,9,1000,3600,30.64,3.98,2.64,11.12
1000-150,rue,0,1000,6.23,5.58,29.91,8.59,10.8
1000-150,rue,1,1000,5.56,5.43,17.28,6.94,12.64
1000-150,rue,2,1000,4.72,4.79,13.95,15.44,12.16
1000-150,rue,3,1000,5.09,6.55,7.56,5.66,10.75
1000-150,rue,4,1000,5.05,5.28,21.24,13.62,3600
1000-150,rue,5,1000,5.16,5.41,49.25,4.65,12.84
1000-150,rue,6,1000,5.83,5.47,79.95,8.64,12.97
1000-150,rue,7,1000,7.46,5.16,6.82,18.4,11.02
1000-150,rue,8,1000,6.06,5.58,42.17,7.14,10.27
1000-150,rue,9,1000,5.07,6.8,1.34,1.26,11.4
1000-16,rue,0,1000,3600,31.09,10.43,16.87,3600
1000-16,rue,1,1000,3600,43.1,7.79,2.64,13.9
1000-16,rue,2,1000,7.56,7.78,3.67,15.9,13.46
1000-16,rue,3,1000,6.04,6.47,5.31,11.26,14.9
1000-16,rue,4,1000,3600,29.1,8.55,7.96,14.11
1000-16,rue,5,1000,6.21,6.54,10.14,33.16,11.67
1000-16,rue,6,1000,6.6,6.87,11.59,21.71,3600
1000-16,rue,7,1000,3600,27.69,9.13,14.13,3600
1000-16,rue,8,1000,3600,41.6,9.15,3.41,12.03
1000-16,rue,9,1000,3600,101.62,43.8,16.39,11.79
1000-17,rue,0,1000,3600,86.05,2.81,10.74,3600
1000-17,rue,1,1000,3600,15.37,16.58,7.7,16.1
1000-17,rue,2,1000,3600,65.82,111.08,3.48,3600
1000-17,rue,3,1000,3600,61.63,25.55,17.23,10.72
1000-17,rue,4,1000,3600,85.28,19.58,5.22,3600
1000-17,rue,5,1000,6.85,8.32,243.9,23.42,10.57
1000-17,rue,6,1000,3600,18.81,47.6,16.39,14.03
1000-17,rue,7,1000,3600,15.54,12.6,10.37,3600
1000-17,rue,8,1000,3600,204.4,21.59,30.08,11.6
1000-17,rue,9,1000,3600,13.92,2.63,39.03,3600
1000-18,rue,0,1000,4.79,5.45,4.66,2.03,13.36
1000-18,rue,1,1000,4.98,5,2.49,2.62,11.87
1000-18,rue,2,1000,5.1,5.26,1.73,1.74,11.1
1000-18,rue,3,1000,3600,13.47,2.01,3.43,11.15
1000-18,rue,4,1000,5.35,4.71,2.03,4.6,12.54
1000-18,rue,5,1000,5.43,5.28,4.07,1.9,10.51
1000-18,rue,6,1000,6.27,5.37,1.61,9.27,13.98
1000-18,rue,7,1000,3600,12.61,2.11,1.85,11.04
1000-18,rue,8,1000,4.89,6.65,4.37,4.2,12.95
1000-18,rue,9,1000,5.42,6.02,3.14,3.69,11.66
1000-19,rue,0,1000,5.62,6.23,10.08,4.35,3600
1000-19,rue,1,1000,5.88,6.26,7.63,1.46,12.44
1000-19,rue,2,1000,7.69,6.16,1.32,1.38,3600
1000-19,rue,3,1000,7.05,4.9,1.25,1.28,13.76
1000-19,rue,4,1000,5.13,5.02,1.77,1.19,3600
1000-19,rue,5,1000,5.42,5.35,3.4,7.54,3600
1000-19,rue,6,1000,5.43,5.34,2.52,1.38,3600
1000-19,rue,7,1000,5.79,5.56,2.6,1.8,11.82
1000-19,rue,8,1000,5.43,6.6,7.68,11.51,12.54
1000-19,rue,9,1000,5.67,5.58,4.08,13.26,3600
1000-2,rue,0,1000,3600,15.47,2.32,2.8,11.66
1000-2,rue,1,1000,3600,14.95,1.44,1.45,12
1000-2,rue,2,1000,6.44,6.12,1.92,1.63,10.64
1000-2,rue,3,1000,5.85,6.9,1.28,3.28,12.38
1000-2,rue,4,1000,5.82,6.22,6.03,2.42,10.84
1000-2,rue,5,1000,11.8,22.64,3.85,1.65,13.64
1000-2,rue,6,1000,3600,43.85,5.48,1.33,10.12
1000-2,rue,7,1000,3600,15.12,2.04,6.08,15.37
1000-2,rue,8,1000,3600,16.67,1.79,2.1,13.35
1000-2,rue,9,1000,3600,16.2,4.15,4.88,11.81
1000-20,rue,0,1000,3600,15.93,2.29,1.48,12.14
1000-20,rue,1,1000,3600,15.25,27.12,6.91,11.23
1000-20,rue,2,1000,8.11,7.19,9.19,7.82,11.79
1000-20,rue,3,1000,6.38,6.6,1.1,1.35,3600
1000-20,rue,4,1000,5.18,6.12,43.17,3.92,3600
1000-20,rue,5,1000,5.62,5.65,3.43,8.38,11.37
1000-20,rue,6,1000,5.94,6.43,24.94,1.89,10.84
1000-20,rue,7,1000,5.7,6.1,53.92,37.1,11.31
1000-20,rue,8,1000,3600,16.1,31.97,4.51,16.57
1000-20,rue,9,1000,6.03,6.23,2.28,6.19,11.23
1000-21,rue,0,1000,6.1,5.72,7.38,2.27,12.74
1000-21,rue,1,1000,5.9,5.51,3.6,10.37,11.54
1000-21,rue,2,1000,5.21,5.39,9.37,8.53,11.24
1000-21,rue,3,1000,6.32,5.38,2.32,3.05,10.43
1000-21,rue,4,1000,5.25,5.25,44.26,18.15,11.02
1000-21,rue,5,1000,5.4,6.09,3.13,2.87,11.74
1000-21,rue,6,1000,5.84,7.72,18.29,14.94,11.54
1000-21,rue,7,1000,5.33,5.5,1.21,1.21,11.25
1000-21,rue,8,1000,5.71,5.68,10.36,17.41,11.93
1000-21,rue,9,1000,5.59,5.65,7.46,3.75,10.71
1000-22,rue,0,1000,5.5,5.76,6.28,13.62,17.24
1000-22,rue,1,1000,5.78,5.67,21.16,6.55,11.31
1000-22,rue,2,1000,3600,13.42,8.88,9.03,11.57
1000-22,rue,3,1000,6.02,5.84,11.67,3.47,12.38
1000-22,rue,4,1000,7,6.18,6.13,3.79,13.64
1000-22,rue,5,1000,5.67,5.8,11.1,1.5,11.19
1000-22,rue,6,1000,6.37,5.8,19.85,2.19,11.03
1000-22,rue,7,1000,3600,15.31,13.03,3.7,11.44
1000-22,rue,8,1000,3600,14.23,46.95,8.58,11.73
1000-22,rue,9,1000,5.47,8.06,2.68,2.63,11.32
1000-23,rue,0,1000,5.71,6.14,1.47,2.45,11.41
1000-23,rue,1,1000,5.79,6.6,2.26,1.56,11.8
1000-23,rue,2,1000,5.67,5.73,1.8,2.24,12.26
1000-23,rue,3,1000,3600,15.15,2.46,1.83,12.53
1000-23,rue,4,1000,5.46,5.77,1.28,3.02,11.11
1000-23,rue,5,1000,5.99,7.39,1.51,1.82,11.74
1000-23,rue,6,1000,6.37,6.59,1.37,1.65,11.32
1000-23,rue,7,1000,3600,15.28,1.91,1.26,11.05
1000-23,rue,8,1000,6.29,5.77,2.57,4.01,12.42
1000-23,rue,9,1000,5.74,5.51,1.2,1.83,11.86
1000-24,rue,0,1000,3600,14.94,108.93,46.65,13.77
1000-24,rue,1,1000,3600,13.46,8.34,18.51,13.26
1000-24,rue,2,1000,3600,13.24,47.1,3.93,3600
1000-24,rue,3,1000,3600,15.98,161.64,4.14,13.22
1000-24,rue,4,1000,6.01,7.02,2.28,19.31,11.97
1000-24,rue,5,1000,5.49,5.58,30.33,44.08,13.7
1000-24,rue,6,1000,6.1,5.63,3.14,5.43,12.05
1000-24,rue,7,1000,6.93,5.52,224.17,110.61,10.9
1000-24,rue,8,1000,5.61,6,46.32,55.49,3600
1000-24,rue,9,1000,5.7,6.48,3.46,18.98,12.31
1000-25,rue,0,1000,5.99,6.14,2.57,3.77,14.12
1000-25,rue,1,1000,6.49,6.09,1.68,1.52,10.72
1000-25,rue,2,1000,5.44,5.34,1.41,2.67,11.22
1000-25,rue,3,1000,5.37,6.25,6,6.09,10.23
1000-25,rue,4,1000,5.82,7.56,8.38,4.93,12.31
1000-25,rue,5,1000,6.97,6.07,2.35,1.5,10.44
1000-25,rue,6,1000,5.71,6.54,3.3,3.51,10.78
1000-25,rue,7,1000,6,5.8,3.32,7.89,10.44
1000-25,rue,8,1000,5.51,5.62,3.91,1.8,10.81
1000-25,rue,9,1000,6.31,5.53,1.64,2.23,11.79
1000-26,rue,0,1000,5.67,6.6,5.66,1.86,11.26
1000-26,rue,1,1000,6.82,6.03,7.04,3.31,11.19
1000-26,rue,2,1000,7.2,6.77,3.15,3.84,11.37
1000-26,rue,3,1000,6.27,5.79,1.76,2.19,10.6
1000-26,rue,4,1000,10.69,5.93,2.31,3,10.55
1000-26,rue,5,1000,7.11,6.5,2.37,3.12,10.99
1000-26,rue,6,1000,3600,15.7,4.76,2.38,25.79
1000-26,rue,7,1000,6.32,6.39,1.6,2.1,14.71
1000-26,rue,8,1000,5.55,5.34,4.12,2.46,11.36
1000-26,rue,9,1000,6.81,6.06,2.45,4.22,11.78
1000-27,rue,0,1000,5.2,5.67,1.42,1.53,11.38
1000-27,rue,1,1000,6.04,7.71,2.83,1.93,17.89
1000-27,rue,2,1000,6.12,5.85,3.31,1.39,10.79
1000-27,rue,3,1000,6.47,6.51,2.43,2.39,11.34
1000-27,rue,4,1000,5.73,5.97,1.31,2.13,11.8
1000-27,rue,5,1000,5.14,5.28,2.13,1.3,10.7
1000-27,rue,6,1000,5.96,5.76,3.12,1.42,11.32
1000-27,rue,7,1000,3600,14.07,1.46,2.34,10.09
1000-27,rue,8,1000,5.2,5.91,2.22,1.8,11.57
1000-27,rue,9,1000,6.01,6.25,1.5,1.76,15.44
1000-28,rue,0,1000,5.01,5.47,1.4,1.23,11.17
1000-28,rue,1,1000,5.24,5.42,1.8,1.92,13.3
1000-28,rue,2,1000,5.27,5.46,1.77,1.46,11.29
1000-28,rue,3,1000,5.33,5.79,1.26,1.32,10.64
1000-28,rue,4,1000,5.34,5.96,2.62,3.24,9.88
1000-28,rue,5,1000,5.32,5.38,1.15,1.19,11.92
1000-28,rue,6,1000,5.97,5.65,1.18,1.31,12.35
1000-28,rue,7,1000,5.18,5.7,1.31,1.25,12.03
1000-28,rue,8,1000,5.48,5.53,3.29,2.49,10.69
1000-28,rue,9,1000,6.74,5.44,1.35,1.75,13.11
1000-29,rue,0,1000,5.96,6.1,4.34,2.66,11.39
1000-29,rue,1,1000,6.15,6.24,2.34,1.25,17
1000-29,rue,2,1000,6.36,6.22,1.61,6.63,10.39
1000-29,rue,3,1000,6.26,6.47,4.13,3.07,11.75
1000-29,rue,4,1000,3600,13.99,2.27,2.32,11.33
1000-29,rue,5,1000,5.44,5.63,1.65,4.91,12.24
1000-29,rue,6,1000,5.99,6.29,3.15,3.12,12.94
1000-29,rue,7,1000,5.82,7.93,4.07,1.8,17.16
1000-29,rue,8,1000,5.68,6.07,1.87,4.66,10.23
1000-29,rue,9,1000,5.65,6.04,2.08,3.55,11.58
1000-3,rue,0,1000,3600,14.91,1.84,1.82,10.64
1000-3,rue,1,1000,3600,13.7,3.19,1.86,11.53
1000-3,rue,2,1000,5.04,4.67,1.8,1.86,3600
1000-3,rue,3,1000,5.7,5.99,2.02,2.48,11.24
1000-3,rue,4,1000,5.33,6.34,1.61,4.28,12.74
1000-3,rue,5,1000,5.3,5.45,1.99,2.66,10.83
1000-3,rue,6,1000,3600,16.05,1.43,1.57,12.36
1000-3,rue,7,1000,5.73,5.22,1.88,1.23,18.25
1000-3,rue,8,1000,5.3,5.21,1.74,1.49,11.55
1000-3,rue,9,1000,4.82,5.28,3.18,1.95,11.06
1000-30,rue,0,1000,6.12,5.32,1.99,1.35,10.69
1000-30,rue,1,1000,5.04,5.28,1.42,1.81,12.17
1000-30,rue,2,1000,4.9,5.05,1.59,1.52,12.18
1000-30,rue,3,1000,5.04,4.88,1.43,1.58,11.94
1000-30,rue,4,1000,5.16,5.52,1.58,1.46,12.97
1000-30,rue,5,1000,4.73,4.93,1.1,1.29,10.76
1000-30,rue,6,1000,6.11,5.56,1.18,2.6,10.06
1000-30,rue,7,1000,5.24,5.99,1.24,1.75,10.18
1000-30,rue,8,1000,5.43,5.2,2.21,2.01,11.68
1000-30,rue,9,1000,5.15,4.89,1.21,1.32,10.13
1000-31,rue,0,1000,6.96,5.79,1.24,3.55,10.21
1000-31,rue,1,1000,6.76,6.02,2.07,3.17,10.98
1000-31,rue,2,1000,5.7,6.32,1.17,1.65,11.82
1000-31,rue,3,1000,5.94,6.32,3.62,21.79,3600
1000-31,rue,4,1000,6.29,5.81,1.58,3.54,12.12
1000-31,rue,5,1000,6.32,5.76,1.29,3.26,18.14
1000-31,rue,6,1000,5.63,6.73,1.34,1.49,3600
1000-31,rue,7,1000,5.4,5.54,2.52,8.26,11.48
1000-31,rue,8,1000,5.92,6.06,4.39,3.8,3600
1000-31,rue,9,1000,9.76,7.29,13.26,1.71,10.46
1000-32,rue,0,1000,6.12,6.13,2.91,6.6,11.33
1000-32,rue,1,1000,6.34,7.35,3.01,12.41,15.23
1000-32,rue,2,1000,6.22,6.25,31.22,1.83,10.68
1000-32,rue,3,1000,6.15,5.94,6.2,2.27,11.94
1000-32,rue,4,1000,3600,18.19,7.72,5.53,3600
1000-32,rue,5,1000,5.13,5.87,16.98,4.02,27.05
1000-32,rue,6,1000,3600,33.39,2.67,10.65,11.01
1000-32,rue,7,1000,6.07,7.66,2.79,2.84,12.18
1000-32,rue,8,1000,6.46,5.53,8.84,2.95,12.92
1000-32,rue,9,1000,5.4,5.45,7.76,2.72,3600
1000-33,rue,0,1000,8.54,8.25,38.08,16.67,14.48
1000-33,rue,1,1000,8.23,7.83,13.61,8.16,3600
1000-33,rue,2,1000,8.1,7.73,4.32,2.62,11.72
1000-33,rue,3,1000,6.04,6.28,9.29,5.84,11.55
1000-33,rue,4,1000,8.26,8.31,39.68,2.26,12.21
1000-33,rue,5,1000,9.43,9.52,2.21,2.24,11.25
1000-33,rue,6,1000,9.62,9.66,5.78,15.65,3600
1000-33,rue,7,1000,6.39,6.62,14.93,16.31,12.36
1000-33,rue,8,1000,3600,18.13,5.77,5.08,12.48
1000-33,rue,9,1000,9.4,9.91,12.78,9.83,12.05
1000-34,rue,0,1000,5.29,5.3,2.33,2.17,11.64
1000-34,rue,1,1000,5.38,6.82,1.55,7.08,10.7
1000-34,rue,2,1000,5.48,5.53,1.16,1.28,12.88
1000-34,rue,3,1000,5.97,5.73,1.33,1.46,10.59
1000-34,rue,4,1000,5.18,5.7,1.47,1.71,10.07
1000-34,rue,5,1000,6.6,5.34,1.27,1.52,13.55
1000-34,rue,6,1000,8.44,5.22,1.16,1.61,10.39
1000-34,rue,7,1000,6.47,5.8,1.4,1.23,12.27
1000-34,rue,8,1000,5.26,5.4,2.56,1.46,10.82
1000-34,rue,9,1000,5.3,5.6,1.44,1.52,10.68
1000-35,rue,0,1000,6.29,5.81,83.38,1.68,11.89
1000-35,rue,1,1000,5.88,5.63,2.06,2.75,13.19
1000-35,rue,2,1000,5.04,5.08,6.76,2.13,11.13
1000-35,rue,3,1000,5.73,5.71,1.64,1.33,10.83
1000-35,rue,4,1000,5.3,5.63,2.2,1.78,3600
1000-35,rue,5,1000,5.36,5.79,42.8,17.45,17.39
1000-35,rue,6,1000,3600,20.02,180.74,6.69,11.8
1000-35,rue,7,1000,3600,14.21,5.06,1.86,11.2
1000-35,rue,8,1000,5.35,5.75,3,3.19,3600
1000-35,rue,9,1000,5.6,7.12,2.98,2.89,12.14
1000-36,rue,0,1000,5.7,6.31,3.71,4.19,13.53
1000-36,rue,1,1000,5.51,5.79,1.26,1.71,10.48
1000-36,rue,2,1000,5.97,6,111.96,11.07,11.51
1000-36,rue,3,1000,5.55,5.39,2.45,6.24,3600
1000-36,rue,4,1000,3600,24.02,1.39,1.65,10.65
1000-36,rue,5,1000,6.25,6.07,6.43,5.96,3600
1000-36,rue,6,1000,3600,13.94,1.4,2.02,10.1
1000-36,rue,7,1000,3600,15.49,1.93,1.55,12.11
1000-36,rue,8,1000,3600,24.56,1.41,3.22,10.36
1000-36,rue,9,1000,3600,44.94,16.98,2.32,11.41
1000-37,rue,0,1000,3600,29.93,2.5,9.39,12.5
1000-37,rue,1,1000,3600,15.36,2.84,1.74,10.68
1000-37,rue,2,1000,6.41,6.97,2.56,2.38,9.8
1000-37,rue,3,1000,3600,12.91,2.29,1.52,11.61
1000-37,rue,4,1000,6.18,6.4,15.41,1.79,11.18
1000-37,rue,5,1000,3600,14.31,2.52,1.42,10.92
1000-37,rue,6,1000,3600,14.14,1.73,3.62,12.41
1000-37,rue,7,1000,6.07,5.77,4.33,1.58,11
1000-37,rue,8,1000,6.2,5.82,1.76,1.68,10.97
1000-37,rue,9,1000,3600,28.57,4.71,2.76,11.34
1000-38,rue,0,1000,6.36,7.2,2.9,8.22,13.21
1000-38,rue,1,1000,6.98,6.19,4.92,2.62,11.83
1000-38,rue,2,1000,8.77,8.9,2.89,1.65,3600
1000-38,rue,3,1000,5.42,6.75,1.53,1.42,11.63
1000-38,rue,4,1000,3600,14.33,3.65,1.61,15.81
1000-38,rue,5,1000,5.97,5.67,1.65,1.92,13.07
1000-38,rue,6,1000,6.65,6.72,3.1,2.47,12.23
1000-38,rue,7,1000,3600,46.12,4.65,2.1,12.48
1000-38,rue,8,1000,6.09,6.05,2.27,1.33,17.27
1000-38,rue,9,1000,5.99,6.19,1.43,3.03,3600
1000-39,rue,0,1000,6.01,5.9,121.46,2.57,3600
1000-39,rue,1,1000,5.68,5.56,2.15,2.57,3600
1000-39,rue,2,1000,3600,112.02,113.26,26.76,11.77
1000-39,rue,3,1000,3600,17.3,100.58,11.17,11.57
1000-39,rue,4,1000,3600,13.86,21.67,13.13,12.23
1000-39,rue,5,1000,5.96,6.17,13.23,8.59,14.74
1000-39,rue,6,1000,3600,31.41,34.64,32.3,15.68
1000-39,rue,7,1000,6.42,7.49,6.75,46.25,3600
1000-39,rue,8,1000,5.98,6.63,214.4,43.85,11.71
1000-39,rue,9,1000,3600,13.72,477.9,4.01,3600
1000-4,rue,0,1000,3600,12.8,5.46,3.85,3600
1000-4,rue,1,1000,3600,28.87,7.3,5.18,10.81
1000-4,rue,2,1000,3600,38.48,3.38,4.2,9.64
1000-4,rue,3,1000,3600,24.08,5.43,3.31,11.28
1000-4,rue,4,1000,5.87,5.53,3.9,3.18,3600
1000-4,rue,5,1000,5.31,5.38,9.5,7.37,10.79
1000-4,rue,6,1000,5.26,5.45,15.79,9.47,11.11
1000-4,rue,7,1000,5.86,6.68,3.22,4.45,11.77
1000-4,rue,8,1000,5.18,5.12,8.31,2.59,11.05
1000-4,rue,9,1000,5.48,6.06,4.66,4.2,11.28
1000-40,rue,0,1000,5.4,4.61,1.26,1.72,10.43
1000-40,rue,1,1000,5.63,5.47,1.14,1.37,10.59
1000-40,rue,2,1000,5.77,5.36,1.52,1.3,10.28
1000-40,rue,3,1000,5.17,5.6,1.71,1.79,11.42
1000-40,rue,4,1000,5.41,5.56,1.33,2.45,10.65
1000-40,rue,5,1000,5.29,5.07,2.06,2.12,11.62
1000-40,rue,6,1000,5.15,5.5,1.49,1.36,12.63
1000-40,rue,7,1000,5.22,5.19,1.25,1.37,9.95
1000-40,rue,8,1000,4.67,4.89,1.74,1.69,11.29
1000-40,rue,9,1000,5.03,5.37,1.36,2.49,10.5
1000-41,rue,0,1000,6.02,5.84,11.87,4.77,3600
1000-41,rue,1,1000,5.89,5.84,1.81,1.64,11.69
1000-41,rue,2,1000,5.15,5.76,12.26,3.73,10.13
1000-41,rue,3,1000,7.04,5.4,1.49,4.33,10.6
1000-41,rue,4,1000,5.38,6.08,27.21,4.43,11.68
1000-41,rue,5,1000,5.66,5.81,35.79,4.58,12.13
1000-41,rue,6,1000,5.23,5.45,17.6,6.42,10.47
1000-41,rue,7,1000,5.97,5.94,13.25,2.59,13.19
1000-41,rue,8,1000,5.59,6.15,1.95,4.09,10.29
1000-41,rue,9,1000,6.27,5.64,7.24,12.58,12.21
1000-42,rue,0,1000,5.84,6.38,2.53,1.76,11.23
1000-42,rue,1,1000,5.64,5.82,2.28,2.55,12.11
1000-42,rue,2,1000,6.14,6.11,1.93,2.32,13.23
1000-42,rue,3,1000,5.27,5.59,3.68,2.31,15.02
1000-42,rue,4,1000,6.9,5.67,1.73,2.48,11.98
1000-42,rue,5,1000,5.81,5.86,1.85,2.91,11.13
1000-42,rue,6,1000,5.59,6.32,4.5,3.26,3600
1000-42,rue,7,1000,5.44,6.16,2.21,2.57,16.38
1000-42,rue,8,1000,5.87,6.62,2.64,7.14,12.95
1000-42,rue,9,1000,5.87,7.16,3.17,2.76,10.81
1000-43,rue,0,1000,5.72,5.59,3.24,1.95,10.55
1000-43,rue,1,1000,5.13,5.53,2.36,1.88,3600
1000-43,rue,2,1000,5.02,5.29,1.68,2.32,11.12
1000-43,rue,3,1000,5.71,6.37,1.4,2.74,10.74
1000-43,rue,4,1000,5.7,5.95,1.56,1.64,14.28
1000-43,rue,5,1000,5.8,5.88,1.73,1.46,11.63
1000-43,rue,6,1000,5.87,6.27,2.14,1.49,12.29
1000-43,rue,7,1000,5.44,7.14,2.1,2.32,10.59
1000-43,rue,8,1000,3600,41.11,1.39,1.38,10.49
1000-43,rue,9,1000,5.35,5.42,1.64,3.41,10.59
1000-44,rue,0,1000,5.36,5.04,1.23,2.62,11.82
1000-44,rue,1,1000,6.07,5.15,1.32,1.34,11.49
1000-44,rue,2,1000,5.3,5.3,1.4,1.17,11.95
1000-44,rue,3,1000,5.6,4.93,1.34,2.04,11.61
1000-44,rue,4,1000,6.13,6.16,1.23,1.71,12.87
1000-44,rue,5,1000,5.38,5.32,1.2,1.41,12.28
1000-44,rue,6,1000,5.98,5.33,1.29,2.85,12.19
1000-44,rue,7,1000,3600,13.12,1.46,1.29,11.94
1000-44,rue,8,1000,5.44,5.37,1.3,1.44,11.56
1000-44,rue,9,1000,5.12,5.55,1.7,3.89,11.03
1000-45,rue,0,1000,8.59,5.43,2.59,2.12,11.56
1000-45,rue,1,1000,5.02,5.44,17.87,1.43,10.88
1000-45,rue,2,1000,5.73,5.41,10.16,2.63,10.7
1000-45,rue,3,1000,5.1,5.47,1.74,1.26,9.63
1000-45,rue,4,1000,5.06,5.07,6.7,1.67,11.17
1000-45,rue,5,1000,4.99,5.21,3.56,1.95,12.29
1000-45,rue,6,1000,5.05,5.68,1.83,2.47,11.72
1000-45,rue,7,1000,5.08,5.3,2.77,3.13,3600
1000-45,rue,8,1000,5.47,6.28,9.47,1.76,11.4
1000-45,rue,9,1000,5.44,5.65,6.83,2.13,11.18
1000-46,rue,0,1000,5.74,7.6,4,5.17,3600
1000-46,rue,1,1000,5.91,5.46,3.54,1.81,3600
1000-46,rue,2,1000,3600,22.71,2.76,2.23,3600
1000-46,rue,3,1000,7.84,7.45,2.65,4.75,3600
1000-46,rue,4,1000,5.91,5.85,1.52,2.27,3600
1000-46,rue,5,1000,5.6,6.89,2.37,1.72,3600
1000-46,rue,6,1000,6.12,6.94,3.78,2.47,3600
1000-46,rue,7,1000,6.02,6.03,2.06,2.78,3600
1000-46,rue,8,1000,3600,14.21,3.97,5.75,3600
1000-46,rue,9,1000,6.16,6.34,1.95,1.63,3600
1000-47,rue,0,1000,6.27,10.2,1.43,1.7,10.66
1000-47,rue,1,1000,6.94,6.41,1.66,2.73,11.48
1000-47,rue,2,1000,5.83,6.64,5.1,2.48,18.77
1000-47,rue,3,1000,6.12,5.74,3.3,11.62,3600
1000-47,rue,4,1000,7.51,7.92,2.99,3.35,31.94
1000-47,rue,5,1000,9.68,6.3,4.02,1.86,13.44
1000-47,rue,6,1000,5.72,5.86,2.44,3.55,13.62
1000-47,rue,7,1000,7.84,5.35,2.15,7.21,12.9
1000-47,rue,8,1000,7.51,7.4,5.52,1.9,14.45
1000-47,rue,9,1000,6.53,6.36,1.44,1.38,11.08
1000-48,rue,0,1000,6.14,6.46,1.94,2.59,24.64
1000-48,rue,1,1000,6.22,6.38,2.08,4.47,12.08
1000-48,rue,2,1000,8.5,8.47,1.43,2.07,11.92
1000-48,rue,3,1000,6.43,11.24,4.61,1.82,11.51
1000-48,rue,4,1000,14.15,25.04,1.86,2.04,11.67
1000-48,rue,5,1000,6.84,6.86,1.79,2.15,11.63
1000-48,rue,6,1000,7.77,7.78,2.99,1.97,11.89
1000-48,rue,7,1000,6.93,6.88,4.43,1.55,15.37
1000-48,rue,8,1000,5.87,5.86,1.56,1.84,12.36
1000-48,rue,9,1000,5.75,5.98,2.65,1.67,3600
1000-49,rue,0,1000,3600,14.01,1.62,2.58,3600
1000-49,rue,1,1000,3600,13.89,5.36,2.17,10.61
1000-49,rue,2,1000,3600,12.93,1.79,2.13,11.3
1000-49,rue,3,1000,5.63,5.49,1.56,1.65,11.13
1000-49,rue,4,1000,5.19,5.49,2.66,1.9,11.05
1000-49,rue,5,1000,8.17,5.73,2.38,1.89,11.1
1000-49,rue,6,1000,3600,15.68,1.91,1.79,18.37
1000-49,rue,7,1000,5.05,5.86,1.44,2.13,13.15
1000-49,rue,8,1000,6.56,5.3,1.61,1.91,9.82
1000-49,rue,9,1000,7.09,5.58,2.48,2.59,10.33
1000-5,rue,0,1000,6.29,6.12,1.38,4.07,30.18
1000-5,rue,1,1000,6.45,5.9,3.95,4.64,11.43
1000-5,rue,2,1000,3600,13.79,2.53,2.02,10.48
1000-5,rue,3,1000,3600,16.63,5.52,5.28,12.83
1000-5,rue,4,1000,3600,15.88,2.36,1.57,12.71
1000-5,rue,5,1000,5.62,6.15,1.98,3,11.15
1000-5,rue,6,1000,5.6,6.24,2.37,1.9,12.32
1000-5,rue,7,1000,5.85,6.24,2.04,2.68,3600
1000-5,rue,8,1000,5.35,5.96,1.36,1.53,3600
1000-5,rue,9,1000,3600,15.72,1.73,1.27,16.57
1000-50,rue,0,1000,3600,15.39,12.04,2.63,3600
1000-50,rue,1,1000,3600,16.68,7.45,2.11,10.36
1000-50,rue,2,1000,9.14,14.72,1.7,3.71,12.8
